"","property_id","city","price","surface_total","surface_covered","rooms","bedrooms","bathrooms","title","description","property_type","operation_type","lat","lon","new_surface","ns","st","new_surface_2","surface_total2","bathrooms1","bathrooms2.start","bathrooms2.end","estrato","piso","ascensor","parqueadero","distancia_parque","distancia_estacion_bus","distancia_hospital","distancia_estacion_policia","distancia_banco"
"13","5d11d1d9a7d691ef06cf2d02","Cali", 763422367,"  128 m2",NA, 3, 3, 3,"VENTA APARTAMENTO RESERVA CAMPESTRE PANCE SUR CALI","se vende apartamento  en último piso de doble altura  con blackout  en habitaciones y sala en conjunto residencial reserva campestre de pance, oportunidad de negocio para inversionistas. la unidad consta de dos torres cada una con 40 apartamentos

amplio, aireado, con hermosa vista en medio de la naturaleza con área de  128 m2, con una preciosa vista hacia los farallones de cali o hacia el valle, tres amplias habitaciones, todas con su baño privado, 1 aire acondicionado en la habitación principal, cuarto de servicio con baño, baño social, sala comedor, estudio, cocina integral, doble balcón. las torres cuentan con doble ascensor, dos parqueadeross en línea. dos piscinas para niños, una piscina para adultos, turco,  juegos infantiles, parqueaderos para visitantes. 

reserva campestre se encuentra ubicado en el sur de la ciudad de cali, cerca de prestigiosas universidades y colegios y a pocos minutos de importantes centros comerciales y almacenes de cadena del sur de la ciudad como carulla, jardín plaza y unicentro.

posee una ubicación privilegiada por su cercanía a orillas del rio pance y las visuales abiertas hacia los farallones. cuenta con un ambiente pleno de tranquilidad, libre de contaminación y propicio para la contemplación de fauna local.","Apartamento","Venta",3.341734,-76.54598,"  128 m2","  128 m2",NA,  128.00,  128.00,NA,NA,NA,NA,NA," ascensor",NA, 617.209039,6404.783918,3793.31560,2279.57070,1921.260491
"14","3d75132a17b8f2a6e106d79b","Cali", 511206480," 78 mt2",NA,NA, 3, 2,"VENTA APARTAMENTO VALLE DEL LILI -SUR CALI","<b>venta apartamento valle del lili -sur cali</b><br><br><br />
descripcion: <br />
apartamento ubicado en el barrio valle del lili en un tercer piso con ascensor, con un area de 78 mt2, estrato 4, cuenta con tres habitaciones con closet, dos ba&ntilde;os, cocina integral, balcon con vista externa, sala comedor amplia, zona de oficios, parqueaderos propio plataforma. la unidad cuenta con salon social, piscina para adulto y ni&ntilde;o, gym,turco,zona de juegos, cerca a transporte p&uacute;blico, supermercados y colegios.<br />
<br /><br><br> características adicionales: <br> - agua corriente<br>- sala<br> <br><br> ref#685664.","Apartamento","Venta",3.373041,-76.52663," 78 mt2"," 78 mt2",NA,   78.00,   78.00,NA,NA,NA," estrato 4",NA," ascensor",NA, 278.502047,2453.153987,1323.32304, 689.82164,1114.550286
"15","d51be5dd9532f7371f80d40f","Cali", 605097750,"131",NA,NA, 4, 3,"VENTA DE APARTAMENTO EN LOS CAMBULOS SUR  CALI 654-299","654-299 se vende espectacular apartamento en un 6 piso con ascensor, al sur de cali, en el barrio los cambulos. cuenta con 131 mts, totalmente remodelado desde cañerias a pisos, tiene sala amplia, comedor, balcón con vista al norte y oeste de la ciudad, cocina integral con barra americana y amplias estanterias, zona de lavanderia, alcoba de servicio con baño, hall de habitaciones, baño moderno de alcobas con ducha digital, 3 habitaciones con closet, la principal con jacuzzi, caja de seguridad. la puerta es blindada, instalaciones para el aire acondicionado, citofono, 1 parqueaderos en sotano, bahia de parqueaderos para visitantes,  porteria y vigilancia permanente, no le da el sol en la tarde. ubicado en el sur central de cali, cerca a imbanaco, iglesia el templete, zona medica, y vías principales. buen acceso al transporte público. mayor información 3168091822- 3185275244-  032 3734747","Apartamento","Venta",3.420660,-76.54188," 131 mt"," 131 mt",  131,  131.00,  131.00,NA,NA,NA,NA,NA," ascensor"," 1 parqueadero", 518.042262,1020.431951,  58.26326,1183.66887, 981.677261
"16","bfdb81e0983e2fbe4ea2309b","Cali",2627890000,"1600",NA,NA, 5, 5,"CIUDAD  JARDÍN, CASA","ciudad jardin<br>casa independiente ciudad jardín<br>área  lote 1.600 metros <br>tres años de construida <br>amplia sala comedor, cocina equipada moderna <br>cuatro alcobas con baño, estudio, cuarto de servicio. sistema de seguridad - piscina - jardines - árboles frutales <br>precio 2.750 millones.<br>cliente directo<br>excelente tradición","Casa","Venta",3.363000,-76.54000," 1.600 metros"," 1.600 metros", 1600, 1600.00, 1600.00,NA,NA,NA,NA,NA,NA,NA,1159.681493,3977.017105,1525.51724,1011.33939, 931.901588
"17","1cb4f75b133d6b5791bbefb9","Cali", 521507763,"63",   63, 1, 1, 1,"Apartaestudio En Venta En Cali Chipichape","para mayor informacion contactar a claudia guaarita al 3113839739, apartaestudio ubicado en piso 4, espacio amplio de sala, cocina integral tipo americano, zona de oficios independientes, 1 bao fuera de la habitacion, habitacion amplia con closet, balcon amplio, iluminado, fresco, deposito, 1 parqueaderos en sotano. el edificio cuenta con zona humeda en ultimo piso con jacuzzi, piscina, turco, salon social, terraza, porteria permanente. cerca a supermercados grandes, centros comerciales, clinicas, colegios, facil salida a aeropuerto.","Apartamento","Venta",3.479000,-76.52500,NA,NA,   63,NA,   63.00,NA,NA,NA,NA," piso 4",NA," 1 parqueadero", 731.817587, 778.903590, 583.88771, 458.38946,  52.058592
"18","d1b4c48f7a56cabc7a5bb296","Cali",1506319333,"120",  120, 4, 4, 4,"Apartamento En Venta En Cali Quintas De Don Simon","vendo...apto.,tercer piso., en quintas don simn., de los mas grandes de la unidad., su estado original. perfecto estado. , pisos en cermica., cuenta con cuatro alcobas mas alcoba del servicio., la unidad cuenta con dos ascensores., parqueaderos doble en stano., la unidad cuenta con piscina., saln social., zona de juegos y ademas cuenta con una amplia zona verde con   con cancha mltiple  para nios., excelente ubicacin.,  buenas y varias vas de acceso., como la calle quinta,  pasoancho hacia la autopista., hacia la simn bolvar., hacia la circunvalar., cerca centro comercial unicentro., san andresito del sur., almacenes la 14., y alkosto.,  cerca colegios universidades., documentos al dia disponibilidad inmediata.,  mas informacin con indira oyola cel. 310 400 55 90","Apartamento","Venta",3.390000,-76.53600,NA,NA,  120,NA,  120.00,NA,NA,NA,NA,NA," ascensor",NA, 657.212339,1448.268011,1375.37658,1865.23134, 335.701194
"19","474b51ac08abf21f3ff475c9","Cali", 791121153,"68",   68, 3, 3, 2,"Apartamento En Venta En Cali Valle Del Lili Cod. VORG122","en venta amplio apartamento ubicado en un 5to piso con ascensor, excelente, iluminacin, ventilacin y ubicacin, cerca de la simn bolvar, makro, c.c la 14 y c.c jardn plaza, consta de 3 habitaciones, 2 baos, estudio, cocina tipo americana, zona de oficios independiente, balcn con vista panormica y parqueaderos privado cubierto, pide tu cita cali, con dios podemos alcanzarlo todo y mucho ms de lo que imaginamos, dios te bendiga.","Apartamento","Venta",3.364000,-76.49500,NA,NA,NA,NA,   68.00,NA,NA,NA,NA,NA," ascensor",NA,1908.974329,4689.597484,3555.31847,3412.63024,4033.159839
"20","87c5d47cc17d257c73b5afcf","Cali", 591628417,"225",NA,NA, 3, 3,"VENTA DE APARTAMENTO EN CAMINO REAL SUR  CALI 191-1669","191-1669 si quieres vivir en el sur central de cali, diagonal al centro comercial palmetto, espectacular apartamento de 225 metros cuadrados de excelente distribución y hermosos acabados, vista panorámica, tiene espacios de sala y comedor amplios, cocina integral, estudio, tres habitaciones, principal con baño, tina y vestier, 2 balcones, apartamento en excelente estado","Apartamento","Venta",3.411288,-76.54220," 225 metros"," 225 metros",  225,  225.00,  225.00,NA,NA,NA,NA,NA,NA,NA, 470.154783, 749.100362, 551.58114,1506.50212, 548.383245
"21","0b3e15c44f9fc072225cb74d","Cali", 732305001,"90",   90, 3, 3, 3,"Apartamento En Venta En Cali Valle Del Lili","venta de apartamento en valle del lili al sur de la ciudad de cali, ubicado en 10 piso con ascensor, moderno amplio , rea 90 m2, 3 habitaciones 3 baos, 1 parqueaderos en stano, valor venta $290000.000. cuenta con sala comedor, cocina estilo americano, balcn grande, habitacin principal aire acondicionado bao y vestier, zona oficios, pisos en porcelanato, bao social, calentador a gas. el apto es iluminado, fresco, no da el sol de la tarde. la unidad residencial es muy completa, tiene una espectacular zona de juegos para los nios, piscinas para adultos y nios, gimnasio muy bien dotado, saln social, turco, solarium, ubicado en sector de alta valorizacin, cercano a universidades, centros comerciales,supermercados, parques, supermerado la 14.","Apartamento","Venta",3.365000,-76.51500," 90 m2"," 90 m2",NA,   90.00,   90.00,NA,NA,NA,NA,NA," ascensor"," 1 parqueadero",1770.443066,3466.816987,2129.13406,1318.96145,1815.854113
"22","845b79c93aaccc47677e3aca","Cali", 512782527,"105",  105, 3, 3, 3,"Apartamento En Venta En Cali Mayapan - Las Vegas","hermoso apto en el conjunto valle de la ferreira, 105 metros cuadrados,sala comedor, estudio,3 habitaciones cada una con closert, 3 baos , alcoba del servicio con bao,cocina integral , zona de ropas,y parqueaderos doble.","Apartamento","Venta",3.382000,-76.54200," 105 metros"," 105 metros",  105,  105.00,  105.00,NA,NA,NA,NA,NA,NA,NA, 265.863727,2470.762763, 717.80854,2180.87146, 818.045458
"23","0ed31e84c452fbf69c67337f","Cali", 622077113,"147",  131, 3, 3, 2,"Apartamento En Venta En Cali Junn Cod. VSBI12960","apartamento primer piso en propiedad horizontal conformado por local comercial (garaje) con nomenclatura independiente, con puerta de entrada de dos naves metlicas y rejas de seguridad, piso en baldosa, al fondo tiene una cocineta pequea y un bao independiente y enchapado, puerta de entrada metlica y rejas de seguridad, cuarto de san alejo, sala, comedor cubierto con 6 claraboyas y teja de eternit, cocina enchapada, bao enchapado, ducha enchapada independiente. alcoba 1 con closet metlico y ventanal metlico que da al comedor. alcoba 2 con closet metlico, marco metlico. alcoba 3 (de servicio) sin puerta, marco metlico, piso en baldosa y bao completo enchapado. patio posterior amplio, iluminado con pared enchapada en tableta, lavadero enchapado, piso en cermica y parte de rejas de seguridad arriba. alcoba 4 sin puerta, piso en baldosa, ventanal metlico que da al patio posterior. la generalidad del piso es en cermica y la cubierta en losa de concreto.","Apartamento","Venta",3.434000,-76.52800,NA,NA,  147,NA,  131.00,NA,NA,NA,NA,NA,NA,NA, 212.374892, 860.847729, 729.46236, 274.07573,   9.498037
"24","a12a424754868ba963183627","Cali", 544387671," 96 mts2",NA, 8, 8, 3,"Casa Trifamiliar Esquina Venta En Paso Del Comercio  Cali (C.P.)","casa trifamiliar en venta en paso del comercio - cali                                        

 precio $235.000.000  solo efectivo negociables (solo 1 piso protocolizado) predial $700

(c.p cod 1175773) la casa esta ubicada cerca al paso de comercio, casa esquinera, sobre via vehicular, sector comercial y residencial, hay panaderia, tienda, taller de motos, y papeleria. barrios cercanos,  floralia, cerca a la estacion del mio  estacion paso del comercio hacia la salida recta palmira.

3 pisos independientes (con servicios públicos independientes) libre de deuda, renta $1.500 mensual, servicios aparte, estrato 2 area lote (8x12) 96 mts2, 196 mts2 construido. en el 1 piso se pueden hacer 3 locales para rentar cada uno en $500

1piso: 3 habitaciones  sala comedor, cocina, baño, patio (renta $550.000)

2 piso: 
3 habitaciones, sala comedor, cocina, baño, balcón (renta $500.000)

3 piso: 
2 habitaciones sala comedor cocina baño, balcón amplio descubierto (renta $450.000,)
","Casa","Venta",3.489133,-76.49682," 96 mts2"," 96 mts2",NA,   96.00,   96.00,NA,NA,NA," estrato 2",NA,NA,NA, 347.254667, 396.728010, 443.27159,1706.54562,2188.485652
"25","181f1fb6e5ee9ad3cf04dc2c","Cali",1861031553,"270",NA,NA, 6, 6,"Casa Condominio En Venta En Cali Prados Del Limonar Cod. VBINH-480","venta de  espectacular casa condominio en el barrio prados del limonar al sur de cali. remodelada y hermosa casa esquinera de tres niveles en exclusivo sector residencial rodeado de parques y cómodas vías de acceso. área construido: 270 mt2. 5 habitaciones mas habitación de servicio con baño, 5 baños, parqueaderos para 2 o 3 carros. valor administración 330.000.  valor venta 550.000.000. distribución. primer nivel: sala comedor, habitación de servicio con baño, cocina integral amplia, zona oficios, patio techado, balcón. segundo nivel: 2 habitaciones con baño, 1 habitación,  baño social, estudio u opción de otra habitación. tercer nivel: habitación principal amplia con baño, vestier y balcón; estudio u opción de otra habitación, terraza techada. la unidad cuenta con piscina para adultos y niños, jacuzzi, turco, juegos infantiles, cancha de futbol . se entrega con aires y blackout. cod int 480 mp","Casa","Venta",3.408000,-76.52800," 270 mt2"," 270 mt2",  270,  270.00,  270.00," 5 baños",NA,NA,NA,NA,NA,NA, 390.719948,1014.134276,1082.08850, 544.99187, 799.245563
"26","462ee31769b1586af046b415","Cali",1193724692," 360m2",NA,NA, 4, 5,"APARTAMENTO EN VENTA, CALI","apto en venta en cristales, e celente vista, de 360m2 construidos, 3 habitaciones, estudio, estar tv, oficina, sala auxiliar, cocina amplia, cuarto de servicio con baño, baño social. piso en mármol. tres parqueadeross paralelos, depósito amplio. edificio con piscina, salón social. total 16 aptos.","Apartamento","Venta",3.448463,-76.54468," 360m2"," 360m2",NA,  360.00,  360.00,NA,NA,NA,NA,NA,NA,NA, 983.800677,1542.770860, 375.79170, 358.15878,1574.594385
"27","503cb88148fc7e3321dc4de3","Cali",1340279412,"503",  360, 4, 4, 5,"Casa Condominio En Venta En Cali Pance Cod. VBTS907","hermosa y lujosa casa campestre en condominio cali pance venta lote 503 m y rea const. 360 m incluye terraza, consta de: 2 niveles con hermosos acabados, muy buen clima fresco y buena iluminacin; en la planta alta, 2 parqueadeross cubiertos, 2 parqueadeross descubiertos, sala - comedor, cocina abierta tipo americano, bao social, depsito, family room, habitacin de servicio con bao, zona de oficios y estudio con bao. planta baja, habitacin principal con bao y vestier, 3 habitaciones auxiliares con bao y vestier, estudio de habitaciones y terraza cubierta. administracin: $550.000 ***el promitente comprador de la casa podr escoger el color de los pisos y de la carpintera de madera dentro de las opciones que la constructora tendr para esa casa. el condominio cuenta con portera vigilada, club house, parqueaderos interno de visitantes, piscina nios y adultos, amplias vas de acceso y excelente ubicacin muy cerca a la avenida caasgordas, universidades como la san buenaventura, excelentes colegios y c. centros comerciales del sur. cita previa:  - 300 522 3987precio: $ 1.400.000.000rea const.: 360 mrea lote: 503 m  precio m: 3.888.888/mestrato: 6 habitaciones: 4 + servicio baos: 6 + servicioestado: nuevaantigedad: 0 aos piso no.: 2. nivelesadmn: $550.000garajes: 4sector: surbarrio: panceciudad: calipas: colombiafotos:","Casa","Venta",3.349000,-76.55300,NA,NA,  503,NA,  360.00,NA,NA,NA,NA,NA,NA," 2 parqueadero", 228.552648,6045.131623,3116.87654,1945.21816,2538.206679
"28","06b476a86cb5f8a10b9f033f","Cali", 519147721,"74",   74, 3, 3, 2,"Apartamento En Venta En Cali Prados Del Norte","se vende apartamento remodelado  en prados del norte   piso 9 consta de 3 habitaciones  cada una con su closet  2 baos   comedor y sala independiente  cocina integral  zona de ropas  acabados de lujo piso en  porcelanato hall de tv  tiene puerta de seguridad  .2 parqueadeross  en linea  piscina ,sauna .turco zona social  juegos infantiles  zonas verdes  construido   74m2 $250.000.000 negociable","Apartamento","Venta",3.471000,-76.52000,"   74m2","   74m2",NA,   74.00,   74.00,NA,NA,NA,NA,"   piso 9",NA,"2 parqueadero", 411.584385, 365.583304, 831.58715, 726.55857, 851.994996
"29","e0f87404807ebaa6aac6638c","Cali",1015655744,"  460mt",NA,NA, 4, 4,"APARTAMENTO EN VENTA EN CALI","vendo penthouse  460mt, ubicación estratégica en el sur de cali 
primer nivel
amplias zonas sociales. sala, comedor, estudio, baño social y cocina dotada.
3 alcobas con baño y closet, la principal con vestier.
segundo nivel:
sala de estar cuarto turco y terraza al aire libre.
alcoba de servicio con baño y depósito
zona de ropas independiente  
baño social.
parqueadeross y depósito
4 parqueadeross en sótano y 1 depósito grande.
info steven tres veintiuno cinco ochenta y uno noventa y tres ocho ocho","Apartamento","Venta",3.392000,-76.53800,"  460mt","  460mt",NA,  460.00,  460.00,NA,NA,NA,NA,NA,NA,"
4 parqueadero", 462.832755,1593.527199,1063.05448,1898.83768, 361.342033
"30","33c07b3b85ef1f84b1edfb71","Cali",2329974367,"134",  280, 7, 7, 4,"Casa En Venta En Cali Atanasio Girardot Cod. VSBI13144","se vende casa de tres niveles en el barrio atanasio girardot, sobre una va principal, de 6 metros de frente por 22.5 metros de fondo, y un rea total de 133.89 m2, son 2 pisos independientes mas terraza, en el primer nivel tenemos un parqueaderos interno, sala comedor, 4 alcobas 2 baos patio amplio, cocina sencilla, esta para remodelar, en el nivel 2 tenemos sala comedor, tres alcobas y dos baos, pisos en cermica, y tiene escalera interna para la terraza, techada y pared medianera, precio negociable.","Casa","Venta",3.446000,-76.50900," 6 metros"," 6 metros",  134,    6.00,    6.00,NA,NA,NA,NA,NA,NA,NA, 341.796535, 137.322496, 310.76853,1241.55582, 684.051126
"31","22e85eb7096f34deb0356022","Cali",1982868333,"405",NA,NA, 6, 7,"Casa En Venta En Cali El Limonar Cod. VBVLZ-1774","en venta espectacular casa en el barrio limonar con excelente ubicación. lote de 250 m2 y 405 m2 construidos. tiene techos y alcantarillados nuevos. recién remodelada, pisos en porcelanato, amplia, fresca e iluminada. garaje para 3 carros a control remoto, reja eléctrica con citofono, sala comedor, cocina integral con isla y mesón en piedra brasilera, estudio con aa, 6 alcobas ppal con jacuzzi, 3 con aa, 7 baños, estar de tv, bodega, alarma y cctv a 9 camaras. info 3183124942 samuel aristizabal","Casa","Venta",3.400000,-76.54000," 250 m2"," 250 m2",  405,  250.00,  250.00," 7 baños",NA,NA,NA,NA,NA,NA, 783.822339,1784.640884, 657.30998,1803.33405,1172.115274
"32","eda413381b20a758d438b912","Cali",1821140430,"600",  500, 5, 5, 6,"Casa En Venta En Cali Ciudad Jardn","esta hermosa casa tradicional con sus 600mts de lote y 500mts de construccin, brindan un espacio para la familias que desean la comodidades de un condominio, pero en sin los altos costos de una administracin, gracias a su zona social con piscina de adultos y de nios, zona de bronceo, zonas hmedas, terraza social, generosos espacios en sus 2 salas generan un ambiente para reunirse con amigos y familiares, las habitaciones con techo a doble altura, su amplia biblioteca y baos con iluminacion natural, es una el hogar ideal que usted y su familia merecen. por su  ubicacin cerca del crespsywafles de ciudad jardin, holguines, unicentro, le dan un potencial de inversin  ya que permite en su lote construir edificio de apartamento hasta 12 pisos. es una gran inversin. cita previa.","Casa","Venta",3.369000,-76.53700," 600mt"," 600mt",  600,  600.00,  600.00,NA,NA,NA,NA,NA,NA,NA, 774.600387,3231.307861,1141.74298, 744.09715, 803.548025
